id	text	emotions
972	I love you a great deal.	ecstasy delight	
973	I'm sorry I'm embarrassing you, aren't I?  See, I didn't want to do it here I didn't on this porch, with this ring--I didn't want to win you away from anything.	rage sadness	
974	I've been ready a long, long time.	enthusiasm ecstasy	
975	I almost got married two years ago.	ecstasy delight	
976	Why didn't you?		
977	You felt something that far back?		
978	Everyday since.		
979	why didn't you let me know?		
980	Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.	eagerness pleasantness	
981	I kissed you.  I kissed Annie.	ecstasy delight	
982	I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.	delight ecstasy	
983	I kissed you.	ecstasy delight	
984	Chris, what's the matter?		
985	I don't know.		
986	Wouldn't work like this.	grief rage	
987	you know over seas I was in command of the company?	enthusiasm pleasantness	
988	Pretty much all.		
989	[BREATHING]. Geez.	anger	
990	Takes awhile to toss something like that off.  I mean they weren't just men, you know.	annoyance dislike	
991	For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.	rage sadness	
992	He just put it in my pocket that's the kind of guys I had.	enthusiasm delight	
993	They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...	ecstasy bliss	
994	And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...	ecstasy delight	
995	I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...	ecstasy delight	
996	And no one had changed it was just like sort of random bus accident to them.	grief disgust	
997	Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.	bliss ecstasy	
998	'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...	bliss delight	
999	And if you can't see that then it's just loot and there's blood all over it.	rage terror	
1000	Do you still feel that way?		
1001	I want you to know Annie.	grief loathing	
1002	And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.	ecstasy pleasantness	
1003	Annie...	grief loathing	
1004	I'm going to make a fortune for you.	serenity	
1005	What would I do with a fortune?	serenity	
1006	Look at this, all of the hairs are standing up on my arm.	dislike	
1007	That's the wind.		
1008	About what?		
1009	About what I was saying.		
1010	I think it's ridiculous.	dislike	
1011	It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.	pleasantness serenity	
1012	Are we talking about the same thing, here?	grief loathing	
1013	I'm sorry, it's just fish to me.	grief fear	
1014	Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?	delight	
1015	Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.	loathing sadness	
1016	We just have different ideas of what this night is supposed to look like.	ecstasy	
1017	For God- Grow up, Augie.  The fish are not going to arrive.	grief loathing	
1018	Why not?		
1019	Because they never do.  Have they...Have they ever?		
1020	We've missed them twice.	grief loathing	
1021	Twice is every time we have tried; that's ever.		
1022	They'll show up this time.		
1023	No they won't.  It's like waiting for Santa Claus.	melancholy anxiety	
1024	I thought you wanted to see it.	ecstasy delight	
1025	No. Of course not.	ecstasy calmness	
1026	I did want to see it, I still do, I always do.  I just...	ecstasy delight	
1027	I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.	ecstasy delight	
1028	It's just fish, it's nothing to get traumatized over.	terror grief	
1029	For God's sake, this is not about fish.	ecstasy delight	
1030	Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.	grief loathing	
1031	Okay.  So I am putting out the pets, getting the car out of the garage.	grief loathing	
1032	Do you remember the first year we came here?  It was like four years after we got married.	ecstasy delight	
1033	We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.	ecstasy enthusiasm	
1034	You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.	enthusiasm ecstasy	
1035	Wait a minute, I got it.	anxiety	
1036	Drinking champagne from the bottle,		
1037	It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.	grief fear	
1038	dancing barefoot in the sand.	grief loathing	
1039	I'd rather not remember some things.  I'd rather not hope for some things.	terror melancholy	
1040	Listen, do you want to dance?	ecstasy delight	
1041	No.		
1042	No.		
1043	No, no. Nothing.	dislike	
1044	Then what?		
1045	No.		
1046	What?  What?  Do you want a divorce?	grief	
1047	A vacation?	joy	
1048	No.		
1049	I just want something to turn out like I expected it to.	ecstasy	
1050	Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.	ecstasy calmness	
1051	No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?	terror grief	
1052	This? What is this?  This is nothing.  This isn't even anything.	dislike	
1053	Yes it is.	ecstasy calmness	
1054	Right		
1055	I mean this is a lot of things, but it's just...		
1056	[BREATHING]	ecstasy enthusiasm	
1057	I know you are Augie, I know.		
1058	I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.	delight ecstasy	
1059	I didn't say that.		
1060	I just- I know I don't make you happy.	joy	
1061	Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.	acceptance	
1062	Yeah?	serenity	
1063	You know, actually now that you mention it, no I don't.		
1064	So maybe we are in the wrong spot, but we are with the right person.	enthusiasm	
1065	I don't know, it seemed like such a good spot to me.	pleasantness	
1066	We have a great view of the moon from here, though, huh?	enthusiasm delight	
1067	Hmm.  I noticed that, it's pretty. Big old white moon.	grief loathing	
1068	[BREATHING]	ecstasy enthusiasm	
1069	And look what I got here.	terror loathing	
1070	Augie, you bought refreshments.	ecstasy pleasantness	
1071	I guess we don't need glasses.		
1072	[BREATHING]	ecstasy enthusiasm	
1073	Shh.  If we're very quiet, the fish might come.	calmness	
1074	Or not.		
1075	Why did he invite her here?	contentment acceptance	
1076	Well, maybe he wanted see her.	pleasantness eagerness	
1077	It's been three and a half years.  Why all of a sudden?		
1078	Well uh, He grew up next door to the girl, why wouldn't he want to see her?	ecstasy pleasantness	
1079	Don't look at me like that.  He didn't tell me anything he told you.	grief	
1080	How do you know he's even thinking about it?	ecstasy bliss	
1081	it's got that about it.		
1082	Oh so what?		
1083	What is going on here, Joe?	ecstasy delight	
1084	Okay, now listen, kids...	serenity	
1085	The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.		
1086	Listen. Line. You can't read her mind.	grief	
1087	Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.	loathing fear	
1088	Okay, look it's a beautiful day.  Why are we arguing?	grief rage	
1089	I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.	loathing sadness	
1090	Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.	grief fear	
1091	All right, calm yourself.	ecstasy calmness	
1092	Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.	ecstasy	
1093	Okay, calm yourself. Alright.	ecstasy calmness	
1094	calm yourself.	calmness	
1095	You above all have got to believe. Just don't stop believing.	bliss ecstasy	
1096	What does that mean? Me above all? What does that mean?		
1097	Look at you. You're shaking.	annoyance	
1098	What the hell do you want from me, Kate?	rage	
1099	[LAUGHTER]	enthusiasm delight	
1100	Oh you knew there was nothing in that.	dislike	
1101	I knew nothing of the sort. You took presents from him.	ecstasy delight	
1102	Presents? It was a trivial little broach.	grief loathing	
1103	It was bristling with diamonds in the worst possible taste.	pleasantness serenity	
1104	You sent out of your way to torture me over Peter Burden.	grief terror	
1105	I did not you worked whole thing up in your jealous imagination.	serenity responsiveness	
1106	Well, you let him kiss you.  You said you did.	ecstasy pleasantness	
1107	Well, what of it?	pleasantness eagerness	
1108	What of it?		
1109	It gave him a lot, a great deal of pleasure and it didn't hurt me.	ecstasy delight	
1110	If you hadn't been so suspicious and nosey you'd never known a thing about it.	enthusiasm delight	
1111	I'm bored with this conversation.	dislike melancholy	
1112	So am I.  I'm bored stiff.  You want some brandy?	disgust fear	
1113	No, thank you.	acceptance	
1114	I don't see why you want any you already had two glasses.		
1115	I just think it's silly you know to go on and on and on about such a thing.	dislike	
1116	You can hardly call three glasses of liquor in a whole evening going on and on and on.	annoyance	
1117	Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?	pleasantness eagerness	
1118	Do be quiet.	serenity	
1119	Don't be stupid, what?	ecstasy bliss	
1120	Nothing.	dislike	
1121	Are you going out somewhere dear?	enthusiasm bliss	
1122	No, darling I'm just making myself fascinating for you.	delight bliss	
1123	As matter the fact that's perfectly true.	calmness pleasantness	
1124	Yes, it is.	ecstasy calmness	
1125	Don't be stupid, shut up.	ecstasy bliss	
1126	You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.	sadness anxiety	
1127	You know what?  You snap, you snap, you snap you're like a little adder.	grief anger	
1128	Adders don't snap, they sting.	grief fear	
1129	Nonsense.  They have a bag of venom behind of fangs and they snap.	terror loathing	
1130	I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.	rage	
1131	Did you see much of Peter Burden after our divorce?	grief	
1132	I suppose you let him just kiss you or good deal more than too.	ecstasy delight	
1133	Oh, mind you own business.	annoyance	
1134	I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how.	ecstasy bliss	
1135	You're quite insufferable, I expect it's because you're drunk.	grief fear	
1136	I am not in the least bit drunk.	joy eagerness	
1137	I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.	grief fear	
1138	On the contrary, a child two could get violently drunk on only one glass of brandy.	fear sadness	
1139	Shut up.	annoyance	
1140	Not very funny darling.  Why don't you have some more brandy?	sadness	
1141	Would you uh...turn that off please? You're going to wake the people upstairs.	grief loathing	
1142	Well then you'll wake the people downstairs.	pleasantness eagerness	
1143	They are away in Tunis.		
1144	This is no time a year for Tunis.	terror loathing	
1145	Turn it on again, please.	ecstasy delight	
1146	I will do no such thing.		
1147	Very well if you insist on being boorish and idiotic.	terror disgust	
1148	Stop it. No. Go away.	grief loathing	
1149	Amanda listen. Listen.		
1150	listen Oh I'm sick and tired of listening to you, you damn sadistic bully.	loathing terror	
1151	That's very amusing indeed.	ecstasy	
1152	You...You're an evil minded, self-centered little wench and I never want to see you again.	terror	
1153	This is the end do you hear me?  Finally and forever.	enthusiasm pleasantness	
1154	Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.	enthusiasm ecstasy	
1155	No you're not.		
1156	Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.	terror grief	
1157	What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.	grief anger	
1158	Fine.	pleasantness	
1159	I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?	ecstasy	
1160	Oh no.  you know what I forgot?	grief disgust	
1161	My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.	ecstasy delight	
1162	What flashlight?		
1163	That's not your flashlight.		
1164	You keep saying my flashlight like it's just yours.		
1165	How's that supposed to make me feel?	grief disgust	
1166	Yeah.	serenity	
1167	Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.	enthusiasm delight	
1168	Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?	anger	
1169	God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.	terror	
1170	[LAUGHTER]	enthusiasm delight	
1171	I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.	pleasantness contentment	
1172	I'm cold.	dislike	
1173	What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?	loathing sadness	
1174	Right.		
1175	That's my point.		
1176	Wait, that's my point, too.	anxiety	
1177	Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.	ecstasy bliss	
1178	Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.	grief fear	
1179	Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.	ecstasy enthusiasm	
1180	I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.	loathing grief	
1181	Yeah they do.	serenity	
1182	okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.	grief loathing	
1183	I'm just not.		
1184	God, I don't get it.  you know the first time we came here, you said it was the best night of your life?	ecstasy delight	
1185	Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.	grief loathing	
1186	Ahh...we weren't in a good spot.	pleasantness joy	
1187	Hmm.  We didn't see them the year before either.	grief loathing	
1188	Look there, see?  What's that?  No, that's - that's just seaweed.		
1189	God, this is great.  Think about this.  I know you are not interested, but just think about this.	ecstasy delight	
1190	Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.	rage grief	
1191	They are swimming right now.  They are swimming as if that is the only thing that matters to them.	ecstasy delight	
1192	It's single mindedness with no mind.  It is urgency that is just pure urge.	delight enthusiasm	
1193	And they are swimming right now to this very point where we stand for this huge celebration of sex and death.	enthusiasm pleasantness	
1194	That's the wind.		
1195	So what do you think?		
1196	About all of that, about all I was talking about.	grief loathing	
1197	He saw it.	sadness fear	
1198	I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.	grief disgust	
1199	What was he doing here at four in the morning?		
1200	Did you talk to him?		
1201	No.  I figured I'd just let it wait.	anxiety	
1202	Cried hard?	sadness fear	
1203	What is he doing out here at that hour?		
1204	He's dreaming about him again, walking the streets.	ecstasy delight	
1205	I guess he is.		
1206	It's getting to be just like after he died.  What is the meaning of that?	ecstasy delight	
1207	I don't know the meaning of it.  But I know we've made terrible mistake with father.	loathing	
1208	What?		
1209	I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?	grief anger	
1210	What do you want to do, argue with him?	anger	
1211	I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.	ecstasy delight	
1212	For God's sake, three years?  Nobody comes back after three years. It's insane.	loathing anger	
1213	To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?	ecstasy delight	
1214	Okay, all right.  Mom, sit down.  I want to talk to you.	ecstasy calmness	
1215	The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--	ecstasy enthusiasm	
1216	Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?	grief loathing	
1217	Why?	annoyance	
1218	Well, I've got an idea but what's the story?	grief disgust	
1219	I'm going to ask her to marry me.	ecstasy delight	
1220	You know it's not just my business.		
1221	So it's okay then?  I'm just going to go ahead with it?	calmness	
1222	See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?	anger sadness	
1223	I'm just saying.		
1224	She is not Larry's girl.		
1225	From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.	grief loathing	
1226	I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...	ecstasy enthusiasm	
1227	You're a considerate fellow.  There's nothing wrong in that.	ecstasy bliss	
1228	Did you ask Annie yet?	grief loathing	
1229	No, I wanted to get this all sorted out first.	ecstasy bliss	
1230	Well, how do you know she's going to marry you?  Maybe she feels same way your father does.	ecstasy pleasantness	
1231	The trouble is you don't see enough women, you never did.	sadness	
1232	So what?  I'm just--I'm not fast with women.	loathing	
1233	Because it is.		
1234	I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.	ecstasy delight	
1235	He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.	ecstasy enthusiasm	
1236	Do you know what that'll do to you, to your father, do you know?  I don't.		
1237	Give it some more thought.	pleasantness	
1238	I've given it lots of thought.  And I keep coming back to the same thing.	sadness fear	
1239	When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.	grief loathing	
1240	What the hell is this?	rage	
1241	I'll leave.  I'll get married and move somewhere else maybe New York.	ecstasy delight	
1242	Are you crazy?	dislike	
1243	I'll do it.	ecstasy bliss	
1244	You have a business here.  I said what the hell is this?	rage	
1245	Business?  The business doesn't inspire me.	fear	
1246	Oh, must you be inspired.	eagerness	
1247	Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.	ecstasy enthusiasm	
1248	If that can't happen here...		
1249	You mean to tell me you would leave the business for this.		
1250	Yes, on this I would.	ecstasy calmness	
1251	Well, you don't want to think like that.	pleasantness eagerness	
1252	Then help me stay here mom.	grief terror	
1253	All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.	rage fear	
1254	Then help me stay.	grief terror	
1255	I am thinking like that.		
1256	No, you don't.  I'm a pretty tough guy.	grief loathing	
1257	Well, I can see that.	pleasantness eagerness	
1258	Why did he invite her here?	contentment acceptance	
1259	She's been in New York for three and half years.  Why all of a sudden?		
1260	Well, maybe he just wanted to see her again.	pleasantness eagerness	
1261	Nobody comes seven hundred miles just to see.	loathing	
1262	Don't look at me like that.  He didn't tell me anymore than he told you.	grief	
1263	She's not-		
1264	How do you know he's even thinking of it?		
1265	It's got that all about it.		
1266	Well, so what?	pleasantness eagerness	
1267	Now, listen Kate.		
1268	She's not his girl, Joe.  She knows she's not.		
1269	You can't read her mind.	grief	
1270	Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.	dislike anxiety	
1271	How do you know why she's waited?	anxiety	
1272	She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.	grief loathing	
1273	Well, what do you want me to do about it?	pleasantness eagerness	
1274	I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.	loathing sadness	
1275	But Kate--		
1276	But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.	grief loathing	
1277	Calm yourself.	calmness	
1278	Believe with me, Joe.  I can't stand all alone.	melancholy	
1279	Calm yourself.	calmness	
1280	Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.	ecstasy delight	
1281	You, above all, have to believe.	bliss	
1282	Just--just don't stop believing.	ecstasy bliss	
1283	What have I got to hide?  What the hell is the matter with you Kate?	grief rage	
1284	So what do you think?		
1285	About what?		
1286	What I was saying.		
1287	It's ridiculous.	dislike	
1288	Well, I'm not the only one look at all these people.	pleasantness eagerness	
1289	Yea, sure everyone was sold the same story. I mean it keeps us all excited, keeps us coming back for more, keeps us thinking that life is going to start any second now if we can just get in on the action and find the right spot.	ecstasy eagerness	
1290	Carla, can I ask you something? Don't take this wrong but are you having your period?	delight	
1291	Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.	loathing sadness	
1292	We just have different ideas of what this evening is supposed to look like.	ecstasy	
1293	There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.	ecstasy delight	
1294	Twice is every time we've tried, that's ever.		
1295	Well, we'll see them this year.	pleasantness eagerness	
1296	No we won't; it's pointless. It's like waiting up to see Santa Claus,	loathing anxiety	
1297	I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.	ecstasy pleasantness	
1298	I thought you wanted to see them.	pleasantness	
1299	You don't understand anything I'm saying.	grief rage	
1300	No of course not.	grief anger	
1301	It's just fish, I mean nothing to get traumatized over.	terror grief	
1302	For heavens sake this isn't about fish.	serenity acceptance	
1303	All right. I've been trying to work this backwards but I cannot seem to pinpoint the moment that we took a turn for the worst.	grief loathing	
1304	You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said	joy pleasantness	
1305	okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-	ecstasy delight	
1306	Do you remember the first time we came to see it? It was about four years ago right after we got married.	ecstasy delight	
1307	And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them	ecstasy delight	
1308	and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be	grief disgust	
1309	Wait a minute I've got it	anxiety	
1310	Just dancing barefoot in the sand, drinking champagne out of the bottle.	grief loathing	
1311	It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?	fear disgust	
1312	Of course, I see it now; you want this to be like that other time, right? That's it, right?	ecstasy delight	
1313	I'd rather not remember some things. I would rather not hope for some things.	terror melancholy	
1314	Yea. Okay, sure, no. I see. Listen, you want to dance?	enthusiasm ecstasy	
1315	No.		
1316	You want to go get some champagne?	enthusiasm	
1317	Take off our shoes?	ecstasy enthusiasm	
1318	No.		
1319	What, you want me to breathe in your ear?	ecstasy delight	
1320	No.		
1321	Get married again?	ecstasy delight	
1322	No.		
1323	A vacation?	joy	
1324	A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?	serenity responsiveness	
1325	I want something to turn out the way that it supposed to.	grief disgust	
1326	Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?	ecstasy enthusiasm	
1327	You think I knew that there be times when you'd look at me like I'm a used Kleenex, or that I'd look at you and think holy hell when is the next flight to Alaska?	serenity responsiveness	
1328	'cause you know what you get Carla, you know what you get? This.	terror loathing	
1329	Yes, it is.	ecstasy calmness	
1330	I'm sure, this is standing on the beach, this is waiting, this is fighting.	ecstasy serenity	
1331	Right.		
1332	Well, but this isn't anything like I thought anything would be like.	pleasantness eagerness	
1333	No, I know. Me neither.		
1334	I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?	ecstasy serenity	
1335	I'm doing the best I can.	ecstasy delight	
1336	I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.	grief fear	
1337	Maybe if you were with somebody else too.		
1338	I didn't say that.		
1339	No, I know. But still, I know I don't make you happy.	joy	
1340	You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.	annoyance	
1341	Now that you mention it. No, I don't.		
1342	Okay.  Fine, so we're in the wrong spot but we're with the right person.	enthusiasm pleasantness	
1343	I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.	enthusiasm ecstasy	
1344	Yes, I noticed that. It looks pretty on the water doesn't it? Big old white moon.	disgust	
1345	What have we got here?		
1346	Augie, you brought refreshments.	ecstasy delight	
1347	It's not champagne.		
1348	Well, I guess we don't need glasses.	pleasantness eagerness	
1349	Augie, I'm sorry.	grief fear	
1350	Or not.		
1351	You're the only one I know who loves his parents.	joy	
1352	No, not sorry.  Um, but, I'm- I'm not gonna stay.	ecstasy eagerness	
1353	Why?	annoyance	
1354	Oh.		
1355	You saw that.  I mean and then, well, you've been kind of, um--	pleasantness eagerness	
1356	What?		
1357	Well, kind of embarrassed ever since I got here.	pleasantness eagerness	
1358	The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.	acceptance serenity	
1359	Well,	pleasantness eagerness	
1360	I--I guess this is why I came.		
1361	Anne, I love you.  I love you a great deal.  I love you.	ecstasy delight	
1362	I have no imagination.  That's all I know to tell you.	annoyance	
1363	Oh, Chris, I've been ready for a long, long time.	enthusiasm ecstasy	
1364	And he's gone forever.  You're sure?	acceptance serenity	
1365	I almost got married two years ago.	ecstasy delight	
1366	Why didn't you?		
1367	Every day since.		
1368	Well, I was waiting for you.  I mean, till then you never wrote and when you did, I mean, what did you say?  You can sure be ambiguous sometimes.	anxiety	
1369	oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.	ecstasy delight	
1370	I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.	delight	
1371	Not like that you're not.	disgust	
1372	I kissed you.	ecstasy delight	
1373	Let's drive someplace.  I want to be alone with you.	melancholy	
1374	No.  What is it, your mother?		
1375	No.  Nothing like that.		
1376	Then, what's wrong?  I mean, even in your letters there was some--something ashamed.	terror disgust	
1377	Yeah, I suppose I have been.  But it's going from me.	serenity	
1378	You've gotta tell me.		
1379	It wouldn't work this way.	grief rage	
1380	It's all mixed up with so many other things.  You remember overseas, I was in command of a company?	ecstasy enthusiasm	
1381	Well, I lost them.	pleasantness eagerness	
1382	Just about all.		
1383	It takes some time for a guy to toss that off.  'Cause they weren't just men.	annoyance dislike	
1384	For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.	enthusiasm delight	
1385	I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.	ecstasy bliss	
1386	You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.	ecstasy delight	
1387	Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.	enthusiasm ecstasy	
1388	And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.	bliss enthusiasm	
1389	I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.	bliss delight	
1390	Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.	serenity acceptance	
1391	You still feel that way?		
1392	I want you now Annie.	grief loathing	
1393	'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.	ecstasy bliss	
1394	I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.	ecstasy pleasantness	
1395	I know Annie.  Annie, I'm gonna make a fortune for you.	grief loathing	
1396	What'll I do with a fortune?	serenity	
1397	Good God.	rage terror	
1398	Do you think it's them?		
1399	I wonder.	delight	
1400	Well, nobody know we're here except Freda and she wouldn't ring up.	calmness pleasantness	
1401	Must be them, then.		
1402	What're we gonna do?		
1403	We're all right, darling, aren't we?  Whatever happens.	grief loathing	
1404	Now and always, sweet.	pleasantness	
1405	It was bound to come sooner or later.	ecstasy delight	
1406	Hello?  Hello?  What?  Wrong number.	loathing fear	
1407	Ah, it send shivers up my spine.	anxiety	
1408	What do we do if they suddenly walk in on us?	contentment	
1409	Behave exquisitely.	ecstasy enthusiasm	
1410	With the most perfect poise?	bliss enthusiasm	
1411	Oh, of course.  I shall probably do a court curtsy.	anxiety	
1412	Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?	joy	
1413	It's true.  The whole business is a very poor joke.	serenity acceptance	
1414	Meaning that sacred and beautiful thing, love?	bliss ecstasy	
1415	Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?	bliss joy	
1416	You mustn't be serious, my dear one.  That's just what they want.	dislike	
1417	Flippancy brings out the acid in their damn sweetness and light.	ecstasy delight	
1418	If I laugh at everything, then I must laugh at us too.	anger disgust	
